Product,Selling Price,Current stock,SKU,Image _url
Dahua XVR5232AN-S2-32 Channel Penta-brid 1080P Digital Video Recorder,"৳ 32,000.00",0.00 Pieces,7532,
DATA  Recovary,৳ 0.00,"11,110.00 Pieces",6989,
Data Cable: Cat 6 Dlink/ Meter,৳ 15.00,0.00 Pieces,7533,
DC Control Board for HP LaserJet 5200 (RM1-2651),"৳ 2,800.00",3.00 Pieces,7534,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019616/download_14_ohtyzf.jpg
DC Control Board Use for HP M600 / M601 / M602 / M603 (RM1-8293-000CN),"৳ 5,000.00",3.00 Pieces,7535,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019676/images_jhjiuw.jpg
DC Control For HP M404(Imported),"৳ 4,000.00",0.00 Pieces,7536,
DC Control PC Board For HP P1566 / P1606 / P1606dn / 1566 / 1606dn / 1566 / 1606 DC Controller Board (RM1-7620),৳ 900.00,2.00 Pieces,7537,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019705/download_15_t9jpz4.jpg
DC Control PC Board Use For HP M125 / M126 / M127 / M128 / 125 / 126 / 127 / 128 DC Controller Board (RM2-7385 ),"৳ 1,600.00",6.00 Pieces,7538,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019735/download_16_xvvzyw.jpg
DC Control PC Board Use For HP M701n /M701a / M706n / M701 / M706 / M435 / 701 / 706 / 435 (RM2-0231),"৳ 8,000.00",1.00 Pieces,7539,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019772/download_17_ginfsz.jpg
DC Controller Board for HP  M604 / M605 / M606 Printer (RM2-7643),"৳ 5,000.00",3.00 Pieces,7540,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019676/images_jhjiuw.jpg
DC Controller Board for HP M501 (RM2-7950),"৳ 8,500.00",1.00 Pieces,7541,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019841/download_18_bvdyda.jpg
DC Controller Board For HP M501 / M506 / M527 / M501dn / M506n / M506dn / M506X / M527 (RM2-8600),"৳ 7,500.00",3.00 Pieces,7542,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019877/download_19_a3bzbi.jpg
DC Controller Board HP LaserJet Pro M402/M403/M426 (RM2-8680),"৳ 4,000.00",0.00 Pieces,7543,
DC Controller Board HP LaserJet Pro M402/M403/M426 (RM2-8680)(Imported),"৳ 2,500.00",0.00 Pieces,7544,
DC controller PC board assembly For HP 5200 / 5200LX / 5200N / 5200DTN / 5200L / (RM1-2651) (Imported),"৳ 3,200.00",0.00 Pieces,7545,
DC Controller PCA For HP CP5525 / CP5520 / 5525 / 5520 / M755 / M750 / CE708-67902 CE707-67906 RM1-6795 RM1-6638 RM1-9371 RM1-8898,"৳ 11,000.00",1.00 Pieces,7546,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019616/download_14_ohtyzf.jpg
"DC Controller, Canon LBP- 8780X","৳ 5,650.00",0.00 Pieces,7547,
DC Motor Assembly for HP CP4525 / CP4025 / CM4540 / M651 / M680 (RM1-5521/ RM1-5776),৳ 0.00,0.00 Pieces,7548,
DC Motor Assembly HP Color LaserJet CP5225 / CP5525 / 5525dn (RM1-6088),"৳ 4,500.00",2.00 Pieces,7549,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762019933/download_20_le9uu7.jpg
DC Motor Board for HP M227 / M230 / M203 / M206 / M203 / M227 Printer (RM2-8351),"৳ 2,200.00",2.00 Pieces,7550,DC Motor Board for HP M227 / M230 / M203 / M206 / M203 / M227 Printer (RM2-8351)
DDR-1 RAM 512 MB,৳ 500.00,0.00 Pieces,7551,
DDR4 4 GB Laptop Ram(Imported),"৳ 1,200.00",-2.00 Pieces,7552,
Delivery Charge,৳ 110.00,"98,776.00 Pieces",7553,
Delivery Charge (Document),৳ 30.00,0.00 Pieces,7554,
Delivery Charge (Home Delivery),৳ 120.00,-23.00 Pieces,7555,
Delivery Charge Blue Packet,৳ 200.00,"9,999.00 Pieces",7556,
Delivery Charge BOX 1,৳ 250.00,"1,111,109.00 Pieces",7557,
Delivery Charge BOX.,৳ 200.00,"1,101.00 Pieces",7558,
Delivery Charge Condition Pay By Customer,৳ 0.00,0.00 Pieces,7559,
delivery Charge for Pathao Home,৳ 130.00,-1.00 Pieces,7560,
Delivery Charge Packet-100,৳ 100.00,-1.00 Pieces,7561,
Delivery Charge White Packet,৳ 160.00,"99,937.00 Pieces",7562,
Delivery Fine,৳ 100.00,-1.00 Pieces,7563,
Delivery roller & spring for HP P2035 / 2055 (RM1-884095),৳ 300.00,95.00 Pieces,7564,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020138/download_22_mt0i3b.jpg
Delivery Roller and Sping For HP M102 / M104 / M106 / M130a / M132a / M132NW / M134 / M130 / M227 / M230 / M203 / (00457),৳ 250.00,8.00 Pieces,7565,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020196/download_23_c39vgc.jpg
Delivery Roller Bushing for HP P2030 / P2035 / P2050 / P2055 / Pro 400 / M401 / M425 / for Canon IR1122 / IR1133 (6229-000),৳ 0.00,28.00 Pieces,7566,"https://res.cloudinary.com/dxxwnkrus/image/upload/c_crop,ar_16:9/v1762020268/download_24_rntioj.jpg"
Delivery Roller Epson 680 Pro,"৳ 2,500.00",2.00 Pieces,7567,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020668/download_25_kuxmyc.jpg
Delivery Roller Lower For Epson 680 Pro,"৳ 1,800.00",3.00 Pieces,7568,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020697/download_26_rtxe4q.jpg
Delivery Spring(MBR),৳ 300.00,0.00 Pieces,7569,
Delivery Unit Assy for HP LaserJet P3015 (RC2-7873),"৳ 1,500.00",4.00 Pieces,7570,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020726/download_27_hj2ewy.jpg
Delivery Unit Assy for HP LaserJet P3015 (RC2-7873)(Imported),"৳ 1,500.00",0.00 Pieces,7571,
Delivery Unit Canon 6230 (Imported),"৳ 1,000.00",2.00 Pieces,7572,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020766/download_28_bipkig.jpg
Delivery Unit Canon LBP-6230 (Imported),"৳ 1,500.00",0.00 Pieces,7573,
Dell 18.5 Inch Led Monitor,"৳ 9,000.00",0.00 Pieces,7574,
Dell 65W 19.5V 3.34A Laptop Adapter,৳ 850.00,5.00 Pieces,7575,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762020808/download_29_fk2ryt.jpg
Dell 65W 19.5V 3.34A Laptop Adapter (Original Refurbished),৳ 432.00,10.00 Pieces,7576,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914892/download_17_dsxwpl.jpg
Dell Brand PCPower Switch,৳ 800.00,0.00 Pieces,7577,
Dell D1918H 18.5 Inch LED Monitor,"৳ 5,800.00",0.00 Pieces,7578,
Dell D1918H 18.5 Inch LED Monitor Grade A,"৳ 2,800.00",0.00 Pieces,7579,
Dell E170SC Monitor Grade A,"৳ 3,500.00",0.00 Pieces,7580,
"Dell E2316H 23"" Full HD Anti-Glare LED Monitor","৳ 12,500.00",0.00 Pieces,7581,
Dell Inspiron 14 3442 Battery,"৳ 1,300.00",0.00 Pieces,7582,
Dell Inspiron 14 3442 Keyboard,৳ 850.00,0.00 Pieces,7583,
Dell Inspiron 14-3421 Laptop Keyboard,"৳ 1,200.00",0.00 Pieces,7584,
dell inspiron 3421 display,"৳ 3,800.00",0.00 Pieces,7585,
Dell Inspiron N4050 Battery,"৳ 1,350.00",0.00 Pieces,7586,
Dell Inspiron N4050 Keyboard,৳ 850.00,0.00 Pieces,7587,
Dell Inspiron N4110 Battery,"৳ 1,150.00",0.00 Pieces,7588,
Dell Inspiron N4110 Keyboard,৳ 800.00,0.00 Pieces,7589,
Dell Laptop Adapter Small Pin 19.5V/ 3.34A Laptop Adapter (DL651954530),৳ 950.00,1.00 Pieces,7590,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021156/download_30_jsngpt.jpg
Dell Latitude 10 Battery,৳ 0.00,1.00 Pieces,7591,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021217/download_31_qz1eev.jpg
Dell Latitude E4200 Battery,৳ 0.00,1.00 Pieces,7592,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021217/download_31_qz1eev.jpg
Dell latitude E6410 price,"৳ 12,000.00",-1.00 Pieces,7593,
Dell Monitor Motherboard Repair,৳ 0.00,0.00 Pieces,7594,
Dell Multimedia USB Key Board,৳ 300.00,0.00 Pieces,7595,
DELL Optiplex 3040 SFF Desktop Motherboard,"৳ 6,500.00",1.00 Pieces,7596,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021271/download_32_rk41ma.jpg
DELL Optiplex Slim PC 745 2GB 160 GB,"৳ 5,500.00",0.00 Pieces,7597,
"Dell SE2219HX 21.5"" LED Full HD Monitor","৳ 10,000.00",0.00 Pieces,7598,
Dell USB Enhanced Slim Keyboard (SK8115),৳ 500.00,1.00 Pieces,7599,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761911284/download_13_wzvhls.jpg
Dell Vostro 1450 Core i3 2nd Gen Laptop,"৳ 13,000.00",-1.00 Pieces,7600,
Delux DLC-DW605 Mid Tower ATX Casing with PSU,"৳ 1,900.00",0.00 Pieces,7601,
Density detect sensor assembly For HP Color LaserJet pro M252 / M277 / M274 / M252dw / M252dn / M252n,৳ 0.00,-2.00 Pieces,7602,
DESKTOP HARD DISK 1 TB(Imported),"৳ 3,000.00",0.00 Pieces,7603,
DESKTOP HARD DISK 320 GB(Imported),৳ 700.00,0.00 Pieces,7604,
DESKTOP HARD DISK 500 GB(Imported),"৳ 1,500.00",0.00 Pieces,7605,
Desktop Motherboard 31(Imported),"৳ 1,000.00",1.00 Pieces,7606,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021365/download_33_vtgoou.jpg
Desktop Motherboard 61(Imported),"৳ 2,000.00",0.00 Pieces,7607,
"DETECTOR  REAR,FOR LQ-2180",৳ 500.00,20.00 Pieces,7608,https://res.cloudinary.com/dxxwnkrus/image/upload/v1762021418/download_34_vuq45t.jpg
"DETECTOR  REAR,FOR LQ-2180/2190/590(MBR)","৳ 1,000.00","999,999.00 Pieces",7609,
"DETECTOR ASSY PW FOR LQ-2180,","৳ 1,000.00",11.00 Pieces,7610,
"DETECTOR FRONT FOR LQ-2170/2180,",৳ 500.00,40.00 Pieces,7611,
DETECTOR FRONT FOR LQ-2170/2180/590(MBR),৳ 500.00,"9,998.00 Pieces",7612,
DETECTOR FRONT LQ-300+ / 300+II(2068889),৳ 800.00,5.00 Pieces,7613,
"DETECTOR HP FOR LQ-580/590/2090,",৳ 500.00,19.00 Pieces,7614,
DETECTOR HP FOR LQ-595K(2004005),৳ 280.00,9.00 Pieces,7615,
DETECTOR HP LQ-2180/2190,৳ 500.00,44.00 Pieces,7616,
DETECTOR HP LQ-2180/2190 (MBR),৳ 500.00,0.00 Pieces,7617,
DETECTOR HP LQ-310/300+II(2116975),৳ 300.00,68.00 Pieces,7618,
DETECTOR HP LQ-310/300+II/ LQ-50 (2116975) (MBR),৳ 500.00,0.00 Pieces,7619,
DETECTOR HP LQ-310/300+II/ LQ-50 (2116975) (MBR),৳ 500.00,-2.00 Pieces,13763,
DETECTOR HP LQ-590/2090,৳ 500.00,25.00 Pieces,7620,
DETECTOR LEFT RIGHT LQ-2180/2190,৳ 500.00,20.00 Pieces,7621,
DETECTOR LEFT RIGHT LQ-300+/310,৳ 500.00,33.00 Pieces,7622,
DETECTOR REAR (MBR),৳ 800.00,-3.00 Pieces,13758,
DETECTOR REAR LQ-300+ / 300+II(2032887),৳ 500.00,21.00 Pieces,7623,
DETECTOR REAR LQ-310,৳ 800.00,6.00 Pieces,7624,
Detector sensor lever with spring for EPSON L110 / L130 / L210 / L220 / L300 / L310 / L350 / L355 / L360 / L363 / L455 / L565 printer (1572338),৳ 350.00,27.00 Pieces,7625,
Developer,"৳ 4,200.00",0.00 Pieces,7626,
Developer Black Sharp MX-312NV / M260 / M264N / M266N / M310 / M314M / M316N / M354N / M356N (MX312NV),"৳ 1,700.00",1.00 Pieces,7627,
Developer Drive Gear Set for Samsung SL K2200 & HP M436 (RL1-000001-ZX),"৳ 1,800.00",16.00 Pieces,7628,
Developer for HP LaserJet M436 / M436N / M436NDA / 56A / 57A / 200GM,"৳ 2,500.00",0.00 Pieces,7629,
Developer for HP LaserJet M436 / M436N / M436NDA / 56A / 57A / 200GM (Carrie),"৳ 3,000.00",19.00 Pieces,7630,
Developer for Ricoh 2014 (Imported),"৳ 2,500.00",0.00 Pieces,7631,
Developer for Sharp MX-312FV / AR-6020 / AR-6023 / AR-6026 / AR-6031 / AR-5731 / AR-5726,৳ 0.00,0.00 Pieces,7632,
Developer for Sharp MX-312FV / AR-6020 / AR-6023 / AR-6026 / AR-6031 / AR-5731 / AR-5726 (300 GM),"৳ 2,000.00",5.00 Pieces,7633,
Developer For Toshiba 2309A,"৳ 3,200.00",0.00 Pieces,7634,
Developer Gear for Ricoh MP2501 / 2013 / 2001 / 1813 / 2014 / 1812 / 1911(B039-3062),৳ 800.00,10.00 Pieces,7635,
Developer Toshiba 2303a (High  Quality) (Imported),"৳ 2,000.00",0.00 Pieces,7636,
Developer Toshiba e-studio 2303A / D-2505 / 2006 / 2303A / 2309A/ 2803A / 2523A / 2323AM / 2007 / 2306 / 2507 2802 / 2809,"৳ 1,800.00",3.00 Pieces,7637,
DFX 9000 TRACTOR UNIT,"৳ 1,800.00",20.00 Pieces,7638,
DFX-9000 RIBON,"৳ 1,100.00",10.00 Pieces,7639,
Diagnosis Charge,৳ 0.00,"11,111,111.00 Pieces",7640,
DIAMEC  BATTERY 12VOLT 7.5 AH,"৳ 1,400.00",0.00 Pieces,7641,
DIGITAL MULTI METER,৳ 500.00,2.00 Pieces,7642,
Disc Encoder for Epson L1300 / L1800 / L1455 / 1500W / 1430 / 1410 / 1400 (538590),৳ 800.00,5.00 Pieces,7643,
Display Change,"৳ 4,000.00",0.00 Pieces,7644,
"Display Change,WIFI Repair & Service Charge","৳ 5,200.00",0.00 Pieces,7645,
Display For HP LaserJet Enterprise M506(Imported),"৳ 3,000.00",0.00 Pieces,7646,
Display for Laptop 15.6 Inch 30Pin,"৳ 5,500.00",0.00 Pieces,7647,
Display for lenovo ideapad 3 15igl05,"৳ 4,800.00",0.00 Pieces,7648,
Display Lenovo B4400 Laptop,"৳ 3,000.00",0.00 Pieces,7649,
Display Pannel Repair(MBR),"৳ 1,500.00","22,222.00 Pieces",7650,
Display Replace With Service Charge,"৳ 5,200.00",0.00 Pieces,7651,
Display Slim 30pin 14.0 Inch For Laptop,"৳ 4,000.00",-1.00 Pieces,7652,
Display Slim 40pin 14.0 Inch For Laptop,"৳ 4,100.00",0.00 Pieces,7653,
DLQ 3500 Motor,৳ 800.00,2.00 Pieces,13936,
Domain & Hosting,"৳ 1,800.00",1.00 Pieces,7654,
Door Sensor for HP DeskJet GT 313 / 415 / 515 (YOF68-80037),"৳ 1,800.00",17.00 Pieces,7655,
Door Sensor for HP DeskJet GT 5810 / 5820 / 3720 / 3721 / 2135 / 4729 / 3775 / 3776 / 3777 / 3778 / 2130 / (PB5810D),"৳ 1,200.00",5.00 Pieces,7656,
Double A Paper A4 70 GSM,৳ 260.00,-5.00 Pieces,7657,
Double A paper A4 80 GM,৳ 430.00,0.00 Pieces,7658,
DP TO HDMI Cable (307780),৳ 350.00,2.00 Pieces,7659,
Drive Gear (139T / 96T) for HP 136A Compatible with HP Laser and MFP107A / 108A /103A / 135A /137FNW / 136A / 138fnw / M125A / M125NW / M127 (RU7-0752),৳ 600.00,49.00 Pieces,7660,
Drive Gear for HP M225/ M226 / M202 / LBP151 / 226 (20210425),৳ 700.00,26.00 Pieces,7661,
Drive Gear HP LaserJet 5200 / 5200dtn / 5200L / 5200n / 5200tn / M5025MFP / M5035MFP (133T RU5-0546-000),৳ 600.00,4.00 Pieces,7662,
Driver Pack Solution,৳ 40.00,0.00 Pieces,7663,
Drum Blade For Drum Unit W1120A for HP Laser 150 / 178 / 179,৳ 550.00,11.00 Pieces,13729,
Drum Cleaning Blade Compatible for Sharp MX237 / 312AT / 6020/6030 / 5627/5731 Copier (Imported),৳ 350.00,0.00 Pieces,7664,
Drum Cleaning Blade for Canon IR1018 / IR1022if / IR1024 / IR1024if / IR1435 / IR1023 / IR1025 / IR 1018 / 1023 / 1024 / 1019 / 1022 (Imported),৳ 250.00,0.00 Pieces,7665,
Drum Cleaning Blade for e-Studio 2523A / 2528A (Imported),৳ 350.00,0.00 Pieces,7666,
Drum Cleaning Blade for Ricoh Aficio 2015 / 2016 / 2018 / 2020 MP 1600 / 2000 / 2500 (AD04-2059) (Imported),৳ 300.00,0.00 Pieces,7667,
Drum Cleaning Blade Lexmark E260 / E360 / E460 / E462 / ES460 / E260D / E260DN / E360D / E360DN / E460DN / E460DW / E462DTN / E260 / E360 / E460,৳ 400.00,4.00 Pieces,7668,
Drum Cleaning Blade Lexmark E260 / E360 / E460 / E462 / ES460 / E260D / E260DN / E360D / E360DN / E460DN / E460DW / E462DTN / E260 / E360 / E460 (Imported),৳ 500.00,0.00 Pieces,7669,
"Drum For 333H toner Canon ,LBP-8780X",৳ 650.00,0.00 Pieces,7670,
Drum For Drum Unit IR 2002N Printer,৳ 700.00,0.00 Pieces,7671,
"Drum For Drum Unit, IR2002 Printer (Better Quality, Heavy)",৳ 800.00,0.00 Pieces,7672,
"Drum For Drum Unit, IR2002 Printer (Standard)",৳ 590.00,0.00 Pieces,7673,
Drum KIT,"৳ 3,500.00",1.00 Pieces,7674,
Drum Motor Assembly for HP M601 / M602 / M603 / M604 / M605 / M606 (RM1-8357),"৳ 4,000.00",2.00 Pieces,7675,
Drum Motor for HP M479 / M452 / M377 / M477 / 479 / 452 / 377 / 477 / M479 / M477fdw / M452dn / M377dw Printer Parts (RM2-7343),"৳ 3,000.00",2.00 Pieces,7676,
Drum Unit / Imaging Unit 32A / CF232A Imaging Drum Unit for HP M203dw / M203dn / M230fdw / M227fdw / M227sdn MFP Printer,"৳ 1,500.00",12.00 Pieces,7677,
Drum Unit / Imaging Unit 32A / CF232A Imaging Drum Unit for HP M203dw / M203dn / M230fdw / M227fdw / M227sdn MFP Printer (Imported),"৳ 1,600.00",0.00 Pieces,7678,
Drum Unit 219A Compatible hp19A / CF219A / CF219 / 19A for HP LaserJet Pro M102a / M102w MFP M130a / M130nw / M130fn / 130fw / Printer Drum Kit,"৳ 1,700.00",15.00 Pieces,7679,
Drum Unit 219A Compatible hp19A / CF219A / CF219 / 19A for HP LaserJet Pro M102a / M102w MFP M130a / M130nw / M130fn / 130fw / Printer Drum Kit (Imported),"৳ 1,700.00",0.00 Pieces,7680,
Drum Unit Brother HL-L6200DW / L5500 / L5600 / L5650 / L5000 / L5100 / L5200 / L6250 / L6300 / L6400 / L5700 / L5800 / L5850 / L5900 / L6700 / L6800 / DCP-6600 / MFC-5750 / MFC-5755 / MFC-675,"৳ 1,500.00",23.00 Pieces,7681,
Drum unit BROTHER HL2300 / DCPL2500 / 2520 / 2540,"৳ 1,300.00",2.00 Pieces,7682,
Drum Unit Canon IR-1435 Original Refurbished (Imported),"৳ 4,000.00",0.00 Pieces,7683,
Drum Unit Compatible for HP 57A / MFP M433A / M436 / M436N / M436DN / M436ND / CF257A (Carrie),"৳ 6,000.00",1.00 Pieces,7684,
Drum Unit Compatible for HP 57A / MFP M433A / M436 / M436N / M436DN / M436ND / CF257A (Mico),"৳ 8,500.00",1.00 Pieces,7685,
Drum Unit Compatible for HP 57A / MFP M433A / M436 / M436N / M436DN / M436ND / CF257A drum unit,"৳ 5,800.00",0.00 Pieces,7686,
Drum Unit for Brother DR820 / for Brother HL-L6200DW / MFC-L5850DW / MFC-L5900DW / MFC-L6700DW / MFC-L5800DW / HLL6200DW / HL-L5200DW / HLL5100DN / HLL6300DW (Imported),"৳ 1,700.00",0.00 Pieces,7687,
Drum Unit for Canon iR2520 / iR2525 / iR2530 / iR2535 / iR2545 / iR 2520 / iR4025 / 4035 / 4045 / 4051 / 4225 / 4235 Drum Assembly (CE710-69003),"৳ 5,000.00",5.00 Pieces,7688,
Drum Unit for Canon iR2520 / iR2525 / iR2530 / iR2535 / iR2545 // iR 2520 / iR ADVANCE 4025 / 4035 / 4045 / 4051 / 4225 / 4235 / 4245 / 4251 (Original Refurbished),"৳ 4,000.00",0.00 Pieces,7689,
DRUM UNIT FOR USE IN SAMSUNG Xpress SL-M2625 / 2626 / 2825 / 2826 / 2835 / M2675 / 2676 / 2875 / 2876 / 2885 Black Ink Toner,"৳ 3,500.00",0.00 Pieces,7690,
DRUM UNIT FOR USE IN SAMSUNG Xpress SL-M2625 / 2626 / 2825 / 2826 / 2835 / M2675 / 2676 / 2875 / 2876 / 2885 Black Ink Toner (MLT-R116),"৳ 3,500.00",7.00 Pieces,7691,
Drum Unit IR1018 / IR1022 / IR1024 Black Ink Cartridge Canon NPG 32 (Imported),"৳ 2,500.00",0.00 Pieces,7692,
Drum Unit NPG-67 for CANON IR ADV C3020 / 3320L / 3325 / 3330 / 3520 / 3530 / 3525 toner cartridge,"৳ 8,500.00",3.00 Pieces,7693,
Drum Unit W1120A for HP Laser 150 / 178 / 179,"৳ 5,500.00",3.00 Pieces,7694,
Drum-Cartridge Xerox For The Phaser 3330/WorkCentre 3335 / 3345,"৳ 2,500.00",0.00 Pieces,6990,
Drum-Cartridge Xerox For The Phaser 3330/WorkCentre 3335 / 3345 (3330),"৳ 2,500.00",1.00 Pieces,7695,
Duplex Drive Gear for HP M402 M403 M426 M427 (RC4-2976) / (RC4-2979),৳ 450.00,0.00 Pieces,7696,
DUPLEX Roller for EPSON L4150 / L4151 / L4158 / L4160 / L4165 / L4166 / L4167 / L4168 / L4169 / L6166 / L6167 / L6168 / L6170 / L6176 / L6178 / L6190 / L6197 (Duplex-Rl-L6190),"৳ 1,000.00",10.00 Pieces,7697,
Duplex Tray Compatible for Brother DCP-2541 / 2321 / 2341 / 2361 / 2520 / 2541 / 2740 / 2520 / 2540 / 2320 / 2360 Printer (LY2452012),"৳ 2,500.00",2.00 Pieces,7698,
Duplex Unit For Canon,"৳ 2,000.00",0.00 Pieces,7699,
DUPLEX UNIT for EPSON L4150 / L4151 / L4158 / L4160 / L4165 / L4166 / L4167 / L4168 / L4169 / L6166 / L6167 / L6168 / L6170 / L6176 / L6178 / L6190 / L6197 (8950449),"৳ 3,500.00",1.00 Pieces,7700,
DVD Room (Imported),"৳ 1,000.00",1.00 Pieces,7701,
DVD RW,৳ 0.00,0.00 Pieces,7702,
EDUP-1200 MBPS 4 ANTENNA ROUTER,"৳ 2,500.00",0.00 Pieces,7703,
EDUP-600 MBPS WIFI ADEPTER,৳ 950.00,0.00 Pieces,7704,
EEPROM for Canon Pixma G2000 Printer,৳ 400.00,3.00 Pieces,7705,
EEPROM for Canon Pixma G2010 Printer,৳ 300.00,8.00 Pieces,7706,
EEPROM for Canon Pixma G3010 Printer,৳ 350.00,8.00 Pieces,7707,
EEPROM for Canon Pixma G4010 Printer,৳ 350.00,10.00 Pieces,7708,
Eid ul Azha Bonus,"৳ 3,000.00",7.00 Pieces,7709,
Eid ul fitar Bonus,"৳ 3,000.00",11.00 Pieces,7710,
Electric Bill,৳ 143.00,100.00 Pieces,7711,
"Element cover , Canon 8780X (Better Quality)","৳ 1,050.00",0.00 Pieces,7712,
"Element cover , Canon 8780X (standard)",৳ 880.00,0.00 Pieces,7713,
Element Cover for Canon 8780X Printer,"৳ 1,050.00",71.00 Pieces,7714,
Element Cover for Canon 8780X Printer (Complex),৳ 850.00,0.00 Pieces,7715,
Element Cover(A),"৳ 1,500.00",-1.00 Pieces,7716,
Encoder CR Sensor for EPSON L350 / L355 / L550 / L555 / L360 / L380 / L383 / L385 / L220(202096),৳ 500.00,49.00 Pieces,7717,
Encoder DETECTOR for EPSON R1800 / R2400 / 1390 / 1400 / 1410 / 1500W / L1800 / L1300 / T1100 (1994V0),৳ 500.00,8.00 Pieces,7718,
Encoder disk assembly for HP Design Jet 500 / 500PS / 800 / 800PS / 815 / 820 (C7769-60254 / C7769-60065,"৳ 1,500.00",8.00 Pieces,7719,
Encoder Disk Canon IP2770 / MP237 / MP258 / MP287 / E510 /MG2570s / G1000 / G2000 /,৳ 700.00,13.00 Pieces,7720,
Encoder Disk For Brother DCP-T300 / J100 / J105 / J200 / J220 / T300 / T310 / T510 / T700 / T710 / T900 / T910 Printer (LP1471001),"৳ 1,300.00",5.00 Pieces,7721,
Encoder Disk for Epson L3110 / L3150 / L3156 / L5190 Printer (1571785),৳ 500.00,7.00 Pieces,7722,
Encoder Disk for EPSON L358 / L355 / L310 / L360 / L313 / L365 / L363 / L380 / L383 / L362 / L455 / L485 / L551 / L558,৳ 450.00,25.00 Pieces,7723,
Encoder Disk for Epson L4150 / L4160 / L4250 / L4260 / L5190 / L6160 (1718093),৳ 800.00,8.00 Pieces,7724,
Encoder Disk for Epson L800 / L805 / L810 / L850 / R265 / R270 / R290 / R295 / R360 / R390 / R825 / T50 / P50 / T60 / RX560 / RX585 / RX590 (MBR),৳ 0.00,0.00 Pieces,7725,
Encoder Disk Sensor 4 Pin Short Cable,৳ 300.00,5.00 Pieces,7726,
Encoder Scale Sensor for Epson L800 / L801 / L805 / T1100 / L1390 / (2116736),৳ 500.00,15.00 Pieces,7727,
ENCODER STIVE,৳ 800.00,0.00 Pieces,7728,
Encoder Strip 42 for HP Designjet 500 / 510 / 800 / 820 / 500PS / 510PS / 800PS / 815MFP,"৳ 1,500.00",4.00 Pieces,13818,
"Encoder Strip 44"" for HP Design Jet T610 / T620 / T770 / T1100 / T790 / T795 / Z3200 (CK839-67005)","৳ 2,800.00",6.00 Pieces,7729,
Encoder Strip for Brother DCP-T310 / DCP-T510 / DCP-T710 / MFC-T810 / MFC-T910 (LP14710037),"৳ 1,000.00",8.00 Pieces,7730,
Encoder strip for Design jet Plotter T520 36inch A0 CQ893-60067 / CQ893-80003 / CQ893-67029 / CQ893-67020,"৳ 2,500.00",2.00 Pieces,7731,
Encoder Strip For DFX-9000,"৳ 2,500.00",1.00 Pieces,7732,
"Encoder Strip for Epson 1390 / L1300 / L1800 / T1100 / ME1100 Printer (1557662, 1443407)",৳ 700.00,9.00 Pieces,7733,
